sniper,feature,0,,,,,,,,,,,,,,,,,,,,,,
demolitions,feature,0,,,,,,,,,,,,,,,,,,,,,,
cac,feature,0,,,,,,,,,,,,,,,,,,,,,,
cas,feature,0,,,,,,,,,,,,,,,,,,,,,,
playercard,profileFeature,0,,,,,,,,,,,,,,,,,,,,,,
playercard_title,profileFeature,0,,,,,,,,,,,,,,,,,,,,,,
playercard_icon,profileFeature,0,,,,,,,,,,,,,,,,,,,,,,
streaktype_assault,feature,0,,,,,,,,,,,,,,,,,,,,,,
streaktype_support,feature,0,,,,,,,,,,,,,,,,,,,,,,
streaktype_specialist,feature,0,,,,,,,,,,,,,,,,,,,,,,
uplink,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
ims,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
guard_dog,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
drone_hive,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
sentry,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
helicopter,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
ball_drone_backup,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
agent,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
vanguard,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
airdrop_juggernaut_maniac,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
heli_pilot,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
odin_assault,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
uplink_support,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
deployable_vest,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
high_value_target,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
ball_drone_radar,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
aa_launcher,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
jammer,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
air_superiority,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
recon_agent,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
heli_sniper,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
uav_3dping,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
airdrop_juggernaut_recon,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
odin_support,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
deployable_ammo,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_fastsprintrecovery_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_fastreload_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_lightweight_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_marathon_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_stalker_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_reducedsway_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_quickswap_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_pitcher_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_bulletaccuracy_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_quickdraw_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_sprintreload_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_silentkill_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_blindeye_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_gpsjammer_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_quieter_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_incog_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_paint_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_scavenger_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_detectexplosive_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_selectivehearing_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_comexp_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_falldamage_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_regenfaster_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_sharp_focus_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_stun_resistance_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
_specialty_blastshield_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_gunsmith_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_extraammo_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_extra_equipment_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_extra_deadly_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_extra_attachment_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_explosivedamage_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_gambler_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_hardline_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_twoprimaries_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_boom_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
specialty_deadeye_ks,killstreak,0,,,,,,,,,,,,,,,,,,,,,,
